Round,Wk,Day,Date,Time,Home,xG,Score,xG.1,Away,Attendance,Venue,Referee,Match Report,Notes,season,league,HomeGoals,AwayGoals,manager_home,captain_home,manager_away,captain_away,venue_city,possessiontime_home,possessiontime_away,shots_total_home,shots_total_away,shots_ongoal_home,shots_ongoal_away,shots_offgoal_home,shots_offgoal_away,saves_home,saves_away,yellow_cards_home,red_cards_home,yellowred_cards_home,yellow_cards_away,red_cards_away,yellowred_cards_away,fouls_home,fouls_away,offsides_home,offsides_away,formation_home,formation_away,starting_name_home1,starting_age_home1,starting_position_home1,starting_minutes_home1,starting_goals_home1,starting_name_home2,starting_age_home2,starting_position_home2,starting_minutes_home2,starting_goals_home2,starting_name_home3,starting_age_home3,starting_position_home3,starting_minutes_home3,starting_goals_home3,starting_name_home4,starting_age_home4,starting_position_home4,starting_minutes_home4,starting_goals_home4,starting_name_home5,starting_age_home5,starting_position_home5,starting_minutes_home5,starting_goals_home5,bench_name_home1,bench_age_home1,bench_position_home1,bench_minutes_home1,bench_goals_home1,starting_name_home6,starting_age_home6,starting_position_home6,starting_minutes_home6,starting_goals_home6,starting_name_home7,starting_age_home7,starting_position_home7,starting_minutes_home7,starting_goals_home7,bench_name_home2,bench_age_home2,bench_position_home2,bench_minutes_home2,bench_goals_home2,starting_name_home8,starting_age_home8,starting_position_home8,starting_minutes_home8,starting_goals_home8,starting_name_home9,starting_age_home9,starting_position_home9,starting_minutes_home9,starting_goals_home9,bench_name_home3,bench_age_home3,bench_position_home3,bench_minutes_home3,bench_goals_home3,starting_name_home10,starting_age_home10,starting_position_home10,starting_minutes_home10,starting_goals_home10,bench_name_home4,bench_age_home4,bench_position_home4,bench_minutes_home4,bench_goals_home4,starting_name_home11,starting_age_home11,starting_position_home11,starting_minutes_home11,starting_goals_home11,starting_name_away1,starting_age_away1,starting_position_away1,starting_minutes_away1,starting_goals_away1,starting_name_away2,starting_age_away2,starting_position_away2,starting_minutes_away2,starting_goals_away2,starting_name_away3,starting_age_away3,starting_position_away3,starting_minutes_away3,starting_goals_away3,starting_name_away4,starting_age_away4,starting_position_away4,starting_minutes_away4,starting_goals_away4,bench_name_away1,bench_age_away1,bench_position_away1,bench_minutes_away1,bench_goals_away1,starting_name_away5,starting_age_away5,starting_position_away5,starting_minutes_away5,starting_goals_away5,bench_name_away2,bench_age_away2,bench_position_away2,bench_minutes_away2,bench_goals_away2,starting_name_away6,starting_age_away6,starting_position_away6,starting_minutes_away6,starting_goals_away6,bench_name_away3,bench_age_away3,bench_position_away3,bench_minutes_away3,bench_goals_away3,starting_name_away7,starting_age_away7,starting_position_away7,starting_minutes_away7,starting_goals_away7,starting_name_away8,starting_age_away8,starting_position_away8,starting_minutes_away8,starting_goals_away8,starting_name_away9,starting_age_away9,starting_position_away9,starting_minutes_away9,starting_goals_away9,starting_name_away10,starting_age_away10,starting_position_away10,starting_minutes_away10,starting_goals_away10,bench_name_away4,bench_age_away4,bench_position_away4,bench_minutes_away4,bench_goals_away4,starting_name_away11,starting_age_away11,starting_position_away11,starting_minutes_away11,starting_goals_away11,bench_name_away5,bench_age_away5,bench_position_away5,bench_minutes_away5,bench_goals_away5,starting_name_home12,starting_age_home12,starting_position_home12,starting_minutes_home12,starting_goals_home12,bench_name_home5,bench_age_home5,bench_position_home5,bench_minutes_home5,bench_goals_home5,starting_name_away12,starting_age_away12,starting_position_away12,starting_minutes_away12,starting_goals_away12,bench_name_home6,bench_age_home6,bench_position_home6,bench_minutes_home6,bench_goals_home6
,13,Thu,8/11/2022,21:30,Tucumán,1.2,1–0,0.5,CC Córdoba,,Estadio Monumental Presidente José Fierr...,Pablo Echavarría,https://fbref.com//en/matches/95355bc9/Tucuman-CC-Cordoba-August-11-2022-Primera-Division,,2022,Primera Division,1,0,Ricardo Zielinsky,Lautaro Acosta,Sebastián Grazzini,Iván Pillud,Lanús,0.3,0.7,9,14,3,6,6,8,4,3,1,2,0,2,0,0,11,15,1,3,4-2-3-1,3/5/2002,Lucas Acosta,28-244,GK,90,0,Juan Cáceres,23-163,"RB,CB",90,0,Cristian Lema,33-232,CB,44,0,Jose Domínguez,27-114,CB,44,0,Braian Aguirre,23-106,"LB,RB",90,0,Felipe Peña,22-220,CM,20,0,Raúl Loaiza,29-156,"DM,CM",70,0,Julián Fernández,28-203,CM,45,0,Brian Aguilar,20-212,"CB,CM,DM",45,0,Pedro De la Vega,22-277,"AM,CM,FW",90,0,Matías Esquivel,24-234,RW,45,0,Gonzalo Pérez,22-311,"CB,RM,RW",45,0,Lautaro Acosta,35-242,LW,49,0,José Sand,43-117,"CM,LM",41,0,Jonathan Torres,26-317,FW,45,0,Gabriel Arias,36-059,GK,90,0,Iván Pillud,37-201,CB,62,0,Nazareno Colombo,24-236,CB,90,0,Gonzalo Piovi,29-064,CB,90,1,Tobías Rubio,19-107,CB,28,0,Jonathan David Gómez,33-325,WB,82,0,Agustin Ojeda,19-145,WB,8,0,Gabriel Rojas,26-142,WB,90,0,Juan Quintero,30-297,CM,28,0,Juan Nardoni,21-120,CM,90,0,Aníbal Moreno,24-182,CM,90,0,Baltasar Gallego,20-125,CM,62,1,Gabriel Hauche,36-349,FW,82,0,Maximiliano Romero,24-306,FW,8,0,Roger Martínez,29-141,FW,49,0,Emiliano Vecchio,34-360,FW,41,0,,,,,,Julio Soler,18-268,"LB,FW,AM",45,0,,,,,,,,,,
,13,Sat,8/13/2022,15:30,Defensa y Just,0.8,0–0,0.9,Tigre,,Estadio Norberto Tito Tomaghello,Fernando Espinoza,https://fbref.com//en/matches/3c756dc2/Defensa-y-Just-Tigre-August-13-2022-Primera-Division,,2022,Primera Division,0,0,Leonardo Madelón,Leonardo Morales,Sergio Gómez,Guillermo Acosta,La Plata,0.59,0.41,17,17,7,5,10,12,3,6,3,0,0,2,0,0,13,8,0,1,4-2-3-1,5/4/2001,Tomás Durso,24-257,GK,90,0,Luciano Gómez,27-233,RB,77,0,Leonardo Morales,32-213,CB,90,0,Yonathan Cabral,31-184,CB,90,0,Rodrigo Gallo,23-006,LB,45,0,Ivo Mammini,20-209,"AM,RB",13,0,Rodrigo Saravia,23-085,"DM,RB",90,0,Pablo de Blasis,35-279,DM,63,0,Matías Abaldo,19-221,"RW,DM",45,1,Erik Ramírez,27-050,AM,88,0,Benjamín Domínguez,20-052,"RW,LW",88,0,Agustín Bolívar,27-305,DM,27,0,Nicolás Colazo,33-125,"LB,LW",90,0,Franco Soldano,29-057,RW,2,0,Cristian Tarragona,32-215,FW,90,0,Tomás Marchiori,28-143,GK,90,0,Renzo Tesuri,27-156,RB,75,0,Marcelo Ortiz,29-301,CB,90,0,Bruno Bianchi,34-266,CB,90,0,Hernán De La Fuente,26-307,RB,15,0,Nicolás Romero,19-347,CB,90,1,Bautista Kociubinski,22-198,CM,7,0,Matías Orihuela,31-266,LB,90,0,Justo Giani,24-217,LM,11,0,Joaquín Pereyra,24-344,RM,90,0,Guillermo Acosta,35-010,CM,83,0,Adrián Guillermo Sánchez,24-180,CM,90,0,Mateo Coronel,25-017,LM,79,0,Axel Rodríguez,26-230,FW,7,0,Marcelo Estigarribia,28-184,FW,83,1,Blas Armoa,22-191,FW,2,0,,,,,,Lucas Castro,34-215,LW,2,0,,,,,,,,,,
,13,Sat,8/13/2022,15:30,Rosario Cent,1.3,3–1,0.3,Barracas Central,,Estadio Dr. Lisandro de la Torre,Andrés Merlos,https://fbref.com//en/matches/ef1f4d8f/Rosario-Cent-Barracas-Central-August-13-2022-Primera-Division,,2022,Primera Division,3,1,Israel Damonte,Facundo Garcés,Javier Gandolfi,Guido Herrera,Santa Fe,0.36,0.64,14,20,8,2,6,18,2,5,4,0,0,2,0,0,11,7,2,2,4-3-2-1,4/4/2002,Matías Ibáñez,36-331,GK,90,0,Gian Nardelli,23-246,RB,90,0,Germán Conti,29-162,CB,90,0,Facundo Garcés,24-068,CB,90,0,Rafael Marcelo Delgado,33-303,LB,66,0,Emmanuel Más,34-301,LB,24,0,Tomás Galván,23-215,RM,90,1,Stéfano Moreyra,22-054,CM,82,0,Ángel Cardozo,29-024,CM,8,0,Baldomero Perlaza,31-163,LM,90,1,Rubén Botta,33-285,AM,82,0,Braian Guille,26-104,AM,8,0,Fabio Álvarez,30-293,AM,73,0,Santiago Pierotti,22-223,AM,17,0,Ramón Ábila,34-029,FW,66,1,Guido Herrera,31-256,GK,90,0,Gastón Benavídez,28-020,RB,90,0,Kevin Mantilla,20-174,CB,90,0,Lucas Suárez,28-240,CB,90,0,José Romero,20-232,RM,45,0,Juan Portillo,23-178,LB,90,0,Matias Gomez,17-354,CM,29,0,Javier Vallejo,19-313,RM,45,0,Lautaro Ovando,20-275,LM,29,0,Rodrigo Villagra,22-271,CM,90,0,Luis Sequeira,20-308,CM,61,0,Valentín Depietri,23-012,LM,61,0,Rodrigo Garro,25-312,FW,83,0,Matías Galarza,21-274,FW,7,0,Nahuel Bustos,25-131,FW,53,0,Ramón Sosa,24-073,FW,37,0,,,,,,Javier Toledo,37-206,FW,24,0,,,,,,,,,,
,13,Sat,8/13/2022,18:00,Lanús,1,1–1,0.5,Independiente,,Estadio Ciudad de Lanús,Facundo Tello,https://fbref.com//en/matches/b8730c4d/Lanus-Independiente-August-13-2022-Primera-Division,,2022,Primera Division,1,1,Julio Vaccari,Tomás Cardona,Rubén Darío Insúa,Augusto Batalla,Florencio Varela,0.6,0.4,8,8,2,3,6,5,2,2,4,0,0,2,1,0,19,18,1,0,4-2-3-1,5/4/2001,Cristopher Fiermarin,25-315,GK,90,0,Agustín Sant'Anna,26-046,RB,90,0,Julián Malatini,22-165,CB,90,0,Tomás Cardona,28-033,CB,90,0,Alexis Soto,30-023,LB,90,0,Facundo Echevarría,21-104,DM,14,0,Julián López,23-308,DM,76,0,Gonzalo Castellani,36-094,DM,61,0,Benjamín Schamine,20-019,DM,29,0,Rodrigo Bogarín,26-172,AM,76,0,David Barbona,28-263,RW,47,0,Gabriel Alanís,29-241,AM,14,0,Gastón Togni,26-053,LW,90,0,Manuel Agustín Duarte,22-081,RW,43,0,Lucas Pratto,35-161,FW,61,0,Augusto Batalla,27-196,GK,90,0,Agustín Giay,19-300,RB,89,0,Rafa Pérez,33-307,CB,90,0,Gastón Campi,32-220,CB,45,0,Gonzalo Maroni,24-239,CM,45,1,Gastón Hernández,25-297,CB,90,0,Gonzalo Luján,22-199,RM,1,0,Malcom Braida,26-179,LB,90,0,Ivan Leguizamon,21-132,RM,53,0,Agustin Hausch,20-175,RM,36,0,Jalil Elías,27-201,CM,90,0,Carlos Sánchez,37-279,"CB,CM",90,0,Nahuel Barrios,25-189,LM,75,0,Manuel Insaurralde,24-285,LM,15,0,Adam Bareiro,27-109,FW,90,0,Luis Vázquez,22-089,FW,36,0,,,,,,Nicolás Fernández,27-277,FW,29,0,,,,,,,,,,
,13,Sat,8/13/2022,20:30,River Plate,1.3,4–1,1,Newell's OB,,Estadio Monumental Antonio Vespucio Libe...,Fernando Echenique,https://fbref.com//en/matches/4e13b77b/River-Plate-Newells-OB-August-13-2022-Primera-Division,,2022,Primera Division,4,1,Mariano Herrón,Guillermo Matías Fernández,Gabriel Heinze,Leonel Vangioni,Buenos Aires,0.58,0.42,12,9,3,4,9,5,4,2,2,0,0,6,0,0,8,17,2,3,4-3-1-2,3/4/2003,Sergio Romero,36-263,GK,90,0,Luis Advíncula,33-255,RB,90,0,Jorge Figal,29-223,CB,90,0,Aaron Anselmino,18-197,CB,71,0,Marcelo Saracchi,25-203,LB,90,0,Nicolás Valentini,22-220,CB,19,0,Cristian Medina,21-164,RM,45,0,Guillermo Matías Fernández,32-032,CM,90,0,Jabes Saralegui,20-315,RM,45,0,Valentín Barco,19-112,LM,75,0,Ezequiel Bullaude,23-017,AM,75,0,Jorman Campuzano,27-196,LM,15,0,Edinson Cavani,36-271,FW,67,0,Lucas Janson,29-088,AM,15,0,Miguel Merentiel,27-261,FW,90,1,Lucas Hoyos,34-197,GK,90,0,Gustavo Velásquez,32-209,CB,90,0,Ian Glavinovich,22-016,CB,90,0,Leonel Vangioni,36-191,CB,90,0,Juan Sforza,21-271,CM,28,0,Armando Méndez,27-226,WB,90,0,Francisco González,22-220,AM,45,0,Ángelo Martino,25-160,WB,90,0,Guillermo May,25-246,FW,45,0,Iván Gómez,26-257,CM,90,0,Marcos Portillo,23-285,CM,62,0,Guillermo Balzi,22-112,AM,90,0,Cristian Ferreira,24-061,AM,45,0,Nicolás Sosa,27-017,FW,20,0,Jorge Eduardo Recalde,31-188,FW,45,0,Milton Giménez,26-254,FW,20,0,,,,,,Darío Benedetto,33-179,FW,23,0,,,,,,,,,,
,13,Fri,8/12/2022,21:30,Patronato,1.3,3–2,1.3,San Lorenzo,,Estadio Presbítero Bartolomé Grella,Nazareno Arasa,https://fbref.com//en/matches/3f664b1e/Patronato-San-Lorenzo-August-12-2022-Primera-Division,,2022,Primera Division,3,2,Lucas Pusineri,Lucas Menossi,Martín Palermo,Gastón Suso,San Fernando,0.66,0.34,14,10,3,2,11,8,1,2,2,0,0,1,1,0,6,10,1,0,4/4/2002,4/3/2003,Santiago Rojas,27-221,GK,90,0,Martin Garay,24-153,RB,90,0,Robert Rojas,27-196,CB,90,0,Brian Luciatti,30-239,CB,90,0,Sebastián Prieto,30-217,LB,90,0,Cristian Zabala,25-253,CM,14,0,José Paradela,24-332,RM,90,1,Lucas Menossi,31-124,CM,76,0,Sebastián Medina,23-242,LM,1,0,Agustín Cardozo,26-166,CM,90,0,Aaron Nicolás Molinas,23-102,LM,89,0,Blas Armoa,23-282,FW,14,0,Ezequiel Forclaz,20-223,FW,76,0,Sebastián Prediger,37-069,FW,4,0,Nicolás Reniero,28-239,FW,86,0,Ramiro Macagno,26-239,GK,90,0,Raúl Lozano,26-071,RB,16,0,Ignacio Vázquez,26-150,CB,90,0,Gastón Suso,32-245,CB,58,0,Nicolás Morgantini,29-062,RB,74,0,Juan Infante,27-309,LB,90,0,Miguel Jacquet Duarte,28-176,CB,24,0,Lucas Ocampo,25-354,RM,66,0,Mateo Pellegrino,22-256,RM,14,0,Leonel Picco,24-021,"CM,RM",76,0,Nicolás Castro,33-089,CM,90,0,Ciro Rius,35-016,RW,45,0,Gonzalo Valdivia,22-221,LW,45,0,Facundo Russo,23-070,MF,45,0,Ronaldo Martínez,27-201,FW,90,1,Luciano Ferreyra,21-266,LW,45,0,,,,,,Lucas Varaldo,20-065,FW,7,0,,,,,,,,,,
,13,Sun,8/14/2022,15:30,Vélez Sarsfield,0.8,1–1,1.5,Gimnasia ELP,,Estadio José Amalfitani,Hernán Mastrángelo,https://fbref.com//en/matches/d8a75076/Velez-Sarsfield-Gimnasia-ELP-August-14-2022-Primera-Division,,2022,Primera Division,1,1,Guillermo Farré,Santiago Longo,Kily González,Claudio Corvalán,Córdoba,0.64,0.36,13,9,4,6,9,3,5,0,2,0,0,3,0,1,14,12,3,1,4-2-3-1,5/3/2002,Nahuel Losada,30-209,GK,90,0,Juan Barinaga,23-033,RB,90,1,Alejandro Rébola,35-111,CB,90,0,Matias Moreno,20-049,CB,89,0,Matias Ibacache,24-305,LB,60,0,Diego Novaretti,38-187,CB,1,0,Esteban Rolón,28-232,DM,86,0,Santiago Longo,25-214,DM,90,0,Facundo Lencioni,22-271,LB,30,0,Mariano Miño,29-229,AM,60,0,Lautaro Pastran,21-138,RW,86,0,Matías García,32-021,DM,4,0,Ulises Sánchez,25-139,LW,90,0,Franco Jara,35-120,AM,30,1,Lucas Passerini,29-119,FW,90,2,Sebastián Moyano,33-078,GK,90,0,Federico Vera,25-233,RB,90,0,Nicolás Paz,21-027,CB,73,0,Franco Calderón,25-183,CB,90,0,Jerónimo Domina,18-026,CB,17,0,Claudio Corvalán,34-234,CB,90,0, Franco Pardo,26-221,DF,36,1,Mateo Del Blanco,20-012,LB,90,0,Javier Osatchuk,22-353,RW,25,0,Mauro Luna Diale,24-200,CM,90,0,Joaquín Mosqueira,19-011,CM,50,0,Kevin Zenon,22-105,CM,90,0,Javier Morales,20-253,FW,54,0,Juan Cazares,31-020,LW,33,0,Nicolás Orsini,29-061,FW,90,0,Matías Suárez,33-356,FW,27,0,,,,,,Genaro Bracamonte,20-288,FW,4,0,,,,,,,,,,
,13,Sun,8/14/2022,18:00,Argentinos Jun,1.4,2–0,0.4,CA Unión,,Estadio Diego Armando Maradona,Patricio Loustau,https://fbref.com//en/matches/671b628d/Argentinos-Jun-CA-Union-August-14-2022-Primera-Division,,2022,Primera Division,2,0,Carlos Tevez,Iván Marcone,Julio Falcioni,Facundo Cambeses,Avellaneda,0.7,0.3,11,7,3,4,8,3,4,3,1,0,0,5,0,0,8,20,2,3,4/3/2003,4-1-4-1,Rodrigo Rey,32-249,GK,90,0,Mauricio Isla,35-153,RB,90,0,Cristian Báez,33-217,CB,90,0,Joaquín Laso,33-131,CB,90,0,Damián Pérez,34-325,LB,90,0,Santiago Toloza,21-015,RM,16,0,Kevin Lopez,21-319,RM,74,0,Iván Marcone,33-162,CM,90,0,Javier Ruiz,,MF,24,0,Lucas González,23-162,LM,90,0,Alexis Canelo,31-282,RW,90,0,Alan Cantero,24-300,"FW,RM",25,0,Matías Giménez,24-251,FW,90,0,Tadeo Allende,23-071,LW,27,0,Brian Martínez,24-086,FW,66,0,Facundo Cambeses,26-217,GK,90,0,Emanuel Coronel,26-284,RB,90,0,Alejandro Maciel,26-204,CB,90,0,Aaron Quirós,22-012,CB,90,0,Nicolás Sosa,27-220,RM,10,0,Emanuel Insúa,32-216,LB,90,0,Yvo Calleros,25-243,DM,20,0,Eric Remedi,28-161,"DM,CM",90,0,Jesús Soraire,34-344,CM,10,0,Juan Álvarez,27-275,RM,80,0,Ezequiel Cañete,24-148,CM,70,0,Ignacio Rodríguez,21-263,CM,80,0,Juan Bisanz,22-076,LM,70,0,Geronimo Rivera,20-086,LM,20,0,Milton Giménez,27-092,FW,90,0,Juan Miritello,24-075,FW,7,0,,,,,,Matías Lugo,21-096,LW,1,0,,,,,,,,,,
,13,Sun,8/14/2022,18:00,Estudiantes,0.8,1–0,0.9,Talleres,,Estadio Jorge Luis Hirschi,Nicolás Lamolina,https://fbref.com//en/matches/999fa8d0/Estudiantes-Talleres-August-14-2022-Primera-Division,,2022,Primera Division,1,0,Diego Hernán Martínez,Lucas Chávez,Darío Espínola,Joaquín Pombo,Capital Federal,0.46,0.54,10,10,2,4,8,6,4,1,0,0,0,3,1,0,10,15,2,1,4/4/2002,4/4/2002,Lucas Chávez,28-094,GK,90,0,Lucas Souto,25-031,RB,90,0,Fabio Pereyra,33-284,CB,90,0,Lucas Carrizo,26-175,CB,90,0,César Ibáñez,24-147,LB,90,0,Alan Soñora,25-100,"RM,CM",60,0,William Alarcón,22-356,RM,30,0,Rodrigo Echeverría,28-208,CM,90,0,Marcelo Pérez,22-233,FW,1,0,Federico Fattori,31-112,CM,89,0,Héctor Fértoli,28-343,LM,66,0,Fernando Tobio,34-024,"CB,LM",24,0,Walter Mazzantti,27-067,FW,89,1,Franco Alfonso,21-191,FW,1,0,Matías Cóccaro,25-361,FW,66,0,Alejandro Medina,36-270,GK,90,0,Cristian Chimino,35-275,RB,14,0,Néstor Breitenbruch,28-059,CB,75,0,Joaquín Pombo,22-238,CB,90,0,Franco Martínez,21-036,"RB,CB",76,0,Adrián Sporle,28-121,LB,90,0,Mauro Antonio Burruchaga,25-137,CM,16,0,Lucas Brochero,24-292,"RM,RB",90,0,Facundo Brestt,19-219,"RM,LM",16,0,Braian Rivero,27-262,"CM,LM",90,0,Gonzalo Muscia,23-306,CM,74,0,Emiliano Viveros,21-042,LM,74,0,Juan Peinipil,21-300,FW,66,0,Flabián Londoño,23-125,FW,24,0,Juan Cavallaro,29-136,FW,66,0,Leandro Moreira,21-301,FW,24,0,,,,,,Ignacio Pussetto,27-325,FW,24,0,,,,,,,,,,
,13,Sun,8/14/2022,20:30,Racing Club,1.3,0–0,1,Boca Juniors,,Estadio Presidente Juan Domingo Perón,Fernando Rapallini,https://fbref.com//en/matches/bffb7acc/Racing-Club-Boca-Juniors-August-14-2022-Primera-Division,,2022,Primera Division,0,0,Facundo Sava,Juan Manuel Insaurralde,Daniel Oldrá,Diego Matías Rodríguez,Junín,0.48,0.52,11,9,4,2,7,7,2,4,2,0,0,3,0,0,14,14,3,0,4/4/2002,4-2-3-1,José Devecchi,28-127,GK,90,0,Gonzalo Bettini,31-048,RB,90,0,Franco Paredes,24-240,CB,90,0,Juan Manuel Insaurralde,39-041,CB,90,0,Gabriel Díaz,23-208,LB,90,0,Yair Ezequiel Arismendi,25-222,MF,45,0,Guido Mainero,28-235,RM,90,0,Diego Calcaterra,22-110,CM,45,0,Juan Cruz Kaprof,28-246,"FW,LM",45,0,Manuel García,24-155,CM,90,0,Sergio Quiroga,29-159,LM,45,0,Maico Quiroz,21-358,"CM,FW",45,0,Alan Marinelli,24-220,FW,45,0,Manuel Mónaco,,MF,5,0,Agustín Fontana,27-155,FW,85,0,Diego Matías Rodríguez,34-141,GK,90,0,Lucas Arce,26-091,RB,90,0,Pier Barrios,33-135,CB,90,0,Federico Rasmussen,31-254,CB,90,0,Facundo Altamira,,GK,10,0,Manuel Guillén,22-068,LB,90,0,Julián Eseiza,21-270,LW,1,0,Roberto Nicolás Fernández,25-256,DM,90,0,Enzo Larrosa,22-206,FW,10,0,Bruno Leyes,22-014,DM,90,0,Hernán López Muñoz,23-067,AM,90,0,Daniel Barrea,22-114,RW,80,0,Tomás Conechny,25-228,LW,89,0,Juan Manuel García,30-162,LW,10,0,Salomón Rodríguez,23-270,FW,80,0,Matías Cóccaro,25-161,FW,18,0,,,,,,Gonzalo Flores,21-062,AM,4,0,,,,,,,,,,
,14,Tue,8/16/2022,16:30,CC Córdoba,1,3–0,0.2,Colón,,Estadio Victor Antonio Aguirre,Leandro Rey Hilfer,https://fbref.com//en/matches/ce65a7f5/CC-Cordoba-Colon-August-16-2022-Primera-Division,,2022,Primera Division,3,0,Diego Dabove,Fernando Alarcón,Sergio Rondina,Iván Tapia,Ciudad de Córdoba,0.49,0.51,16,10,1,0,15,10,0,1,1,0,0,2,1,0,8,5,6,0,4/4/2002,5/3/2002,Manuel Roffo,23-223,GK,90,0,Giuliano Cerato,25-156,RB,90,0,Ezequiel Parnisari,33-165,CB,90,0,Fernando Alarcón,29-150,CB,90,0,Lucas Rodríguez,30-047,LB,90,0,Brian Cuello,26-044,MF,14,0,Gabriel Graciani,29-350,RM,76,0,Roberto Bochi,33-332,CM,84,0,Luciano Aued,36-257,CM,6,0,Gastón Lodico,25-169,CM,90,0,Jonás Acevedo,26-280,LM,55,0,Lucas Albertengo,32-287,LM,35,0,Adrián Martínez,31-129,FW,90,0,Facundo Ferreyra,32-041,LM,27,0,Gregorio Rodríguez,23-300,FW,90,0,Andrés Desábato,33-228,GK,89,0,Maximiliano Rodríguez,35-272,RB,90,0,Nicolás Capraro,25-255,CB,90,0,Francisco Álvarez,23-260,CB,90,0,Guido Villar,25-271,GK,1,0,Juan Ignacio Díaz,25-171,CB,90,0,Brian Calderara,25-044,"DF,MF",13,0,Nicolás Tolosa,22-166,LB,76,0,Rodrigo Herrera,23-103,CM,8,0,Iván Tapia,24-355,CM,90,0,Carlos Arce,33-058,CM,82,0,Rodrigo Insúa,25-332,CM,90,0,Bruno Sepúlveda,31-057,FW,76,0,Joaquín Susvielles,32-258,FW,14,0,Alexis Dominguez,27-014,FW,76,0,Alan Cantero,25-138,FW,14,0,,,,,,Braian Mansilla,25-016,FW,27,1,,,,,,,,,,
,14,Tue,8/16/2022,16:30,Sarmiento,1,1–2,1.4,Godoy Cruz,,Estadio Eva Peron de Junín,Patricio Loustau,https://fbref.com//en/matches/fed1209e/Sarmiento-Godoy-Cruz-August-16-2022-Primera-Division,,2022,Primera Division,1,2,Martín Palermo,Nicolás Castro,Facundo Sava,Juan Manuel Insaurralde,Vicente López,0.39,0.61,16,7,6,4,10,3,4,5,2,0,0,6,0,0,12,15,0,1,4-4-1-1,4/4/2002,Ramiro Macagno,26-252,GK,90,0,Nicolás Morgantini,29-075,RB,90,0,Ignacio Vázquez,26-163,CB,90,0,Miguel Jacquet Duarte,28-189,CB,90,0,Juan Infante,27-322,LB,90,0,Ciro Rius,35-029,RM,15,0,Facundo Russo,23-083,DM,75,0,Nicolás Castro,33-102,DM,86,0,Jerónimo Cacciabue,25-308,MF,4,0,Franco Díaz,23-089,CM,90,0,Lucas Ocampo,26-002,LM,86,0,Manuel Tucker,19-025,LM,4,0,Mateo Pellegrino,22-269,FW,75,0,Nicolás Servetto,27-243,FW,15,0,Ronaldo Martínez,27-214,FW,66,1,José Devecchi,28-139,GK,90,0,Gonzalo Bettini,31-060,RB,90,0,Franco Paredes,24-252,CB,90,0,Juan Manuel Insaurralde,39-053,CB,90,0,Lautaro Cerato,23-066,LB,11,0,Nahuel Gallardo,25-200,LB,79,0,Manuel Mónaco,,MF,35,0,Guido Mainero,28-247,RM,55,0,Manuel García,24-167,CM,35,0,Fernando Martínez,29-196,CM,55,0,Maico Quiroz,22-005,CM,75,0,Yair Ezequiel Arismendi,25-234,LM,90,0,Alan Marinelli,24-232,FW,45,0,Sergio Quiroga,29-171,CM,15,0,Juan Cruz Kaprof,28-258,FW,90,0,Agustín Fontana,27-167,FW,45,0,,,,,,Leonel Picco,24-034,FW,24,0,,,,,,,,,,
